Accession,T40,T43,T46,T49,T52,T55,T58,T61,T64,T67,RSD
IPI00011209.8,0.9999,1.016,0.9536,0.9568,0.8791,0.6829,0.6295,0.4567,0.2548,0.1059,0
IPI00011550.1,0.9999,1.1158,1.1874,1.0078,0.7793,0.4121,0.2118,0.1871,0.1468,0.1203,0
IPI00012211.4,0.9999,1.024,0.9419,0.7011,0.4374,0.1742,0.0905,0.0732,0.06,0.0461,0
IPI00012340.1,0.9999,1.0841,1.0384,0.9791,0.86,0.5995,0.4352,0.4795,0.3956,0.3052,0
IPI00012587.1,0.9999,1.0278,0.9651,0.9231,0.6619,0.2923,0.1351,0.1087,0.0984,0.0825,0
IPI00013167.1,0.9999,1.1653,1.0865,0.6886,0.4948,0.2529,0.1708,0.1334,0.1264,0.1031,0
IPI00013216.1,0.9999,0.809,0.5182,0.3336,0.2641,0.1668,0.1252,0.1198,0.1106,0.0867,0
IPI00013262.1,0.9999,0.9702,0.8027,0.5395,0.373,0.2724,0.1811,0.1185,0.0813,0.0932,0
IPI00013269.1,0.9999,0.9099,0.9411,0.8705,0.6476,0.39,0.1505,0.1213,0.0954,0.0716,0
IPI00013404.1,0.9999,0.9302,0.965,0.9757,0.8946,0.786,0.4705,0.2519,0.1383,0.0989,0
IPI00013832.3,0.9999,0.9722,0.8931,0.8996,0.7994,0.6354,0.4623,0.4293,0.2971,0.2274,0
IPI00014137.3,0.9999,0.9668,0.704,0.4093,0.3012,0.1406,0.1177,0.0836,0.0911,0.0744,0
IPI00014239.1,0.9999,0.9377,0.7173,0.4529,0.3472,0.1885,0.1224,0.0992,0.0942,0.0679,0
IPI00014474.1,0.9999,1.0873,1.116,1.0867,1.0265,0.7514,0.5041,0.4182,0.4031,0.3222,0
IPI00014624.2,0.9999,1.1069,0.9514,0.7416,0.4061,0.1939,0.1821,0.1378,0.1297,0.0993,0
IPI00014865.3,0.9999,0.9812,0.8878,0.6516,0.3907,0.2461,0.1131,0.1024,0.0855,0.0782,0
IPI00014952.1,0.9999,0.8907,0.5233,0.3587,0.3049,0.1272,0.1552,0.156,0.0953,0.0734,0
IPI00015609.1,0.9999,1.0095,0.9675,0.8456,0.6167,0.3072,0.149,0.107,0.0844,0.0637,0
IPI00015808.3,0.9999,0.8616,0.7359,0.4792,0.4167,0.2693,0.1234,0.0938,0.1737,0.0743,0
IPI00015894.1,0.9999,1.1366,1.0077,0.9856,0.874,0.7289,0.5513,0.5285,0.4552,0.2869,0
IPI00016250.6,0.9999,1.0536,1.0414,0.6589,0.5071,0.2454,0.1226,0.1348,0.1025,0.0869,0
IPI00016284.1,0.9999,0.9756,0.9136,0.7834,0.615,0.3406,0.1301,0.1088,0.0986,0.0799,0
IPI00016387.4,0.9999,0.805,0.573,0.4242,0.3841,0.2444,0.1783,0.1051,0.0853,0.0759,0
IPI00016405.1,0.9999,0.9388,0.8385,0.7676,0.6911,0.463,0.3242,0.2933,0.2369,0.1918,0
IPI00016559.6,0.9999,1.0601,0.8619,0.7074,0.488,0.2217,0.0884,0.0758,0.0597,0.0497,0
IPI00016708.2,0.9999,1.0883,0.9947,0.8788,0.6863,0.4996,0.3122,0.1614,0.1185,0.0725,0
IPI00016780.3,0.9999,0.9312,0.8726,0.8137,0.7385,0.648,0.5305,0.4481,0.4514,0.3845,0
IPI00016820.1,0.9999,0.9485,0.9294,0.6879,0.4434,0.2471,0.1646,0.1599,0.1371,0.1107,0
IPI00016891.1,0.9999,0.9452,0.8904,0.7763,0.6879,0.5042,0.3101,0.287,0.2556,0.1833,0
IPI00017299.4,0.9999,0.8549,1.0137,0.7547,0.5508,0.3247,0.1438,0.1071,0.0606,0.0435,0
IPI00017331.1,0.9999,0.9838,0.9467,0.993,0.8811,0.6717,0.6881,0.51,0.3756,0.2722,0
IPI00017816.2,0.9999,0.99,0.8899,0.6922,0.5601,0.2412,0.0892,0.0648,0.0708,0.0505,0
IPI00017817.3,0.9999,0.906,0.8736,0.5541,0.3493,0.1773,0.1194,0.0951,0.0806,0.0645,0
IPI00018037.2,0.9999,1.0161,1.0425,0.9496,0.588,0.3279,0.1935,0.161,0.121,0.0925,0
IPI00018116.2,0.9999,0.9228,0.5834,0.3574,0.2591,0.1059,0.0755,0.0602,0.0547,0.0385,0
IPI00018236.2,0.9999,1.0794,1.0074,1.0275,0.9279,0.7286,0.8837,0.8307,0.6943,0.5586,0
IPI00018434.1,0.9999,1.0347,1.0154,0.96,0.7314,0.3853,0.1263,0.0868,0.0636,0.0437,0
IPI00018726.3,0.9999,0.9865,0.8845,0.7106,0.398,0.1455,0.0835,0.0607,0.0531,0.0347,0
IPI00019487.3,0.9999,0.8996,0.8663,0.6446,0.4743,0.2348,0.1168,0.0896,0.0692,0.0636,0
IPI00019495.1,0.9999,1.1574,1.1593,0.9512,0.6208,0.3335,0.1848,0.1509,0.103,0.078,0
IPI00019548.1,0.9999,1.0106,0.9368,0.7471,0.4476,0.2126,0.1461,0.1158,0.0979,0.0941,0
IPI00019924.1,0.9999,0.9848,0.9894,0.9529,0.8811,0.6084,0.2198,0.1452,0.1194,0.0892,0
IPI00020178.1,0.9999,1.0309,1.0024,1.061,0.9354,0.7614,0.6745,0.6802,0.532,0.417,0
IPI00020973.4,0.9999,0.9628,0.9264,0.8123,0.6526,0.3247,0.1275,0.169,0.0709,0.0503,0
IPI00021107.5,0.9999,0.8856,0.6091,0.3194,0.2507,0.1432,0.0747,0.0639,0.0588,0.0474,0
IPI00021248.1,0.9999,0.9759,0.8234,0.6019,0.3909,0.1743,0.1491,0.0969,0.0786,0.0607,0
IPI00021369.1,0.9999,0.9125,0.6048,0.4552,0.4234,0.2473,0.1929,0.1634,0.1285,0.0945,0
IPI00021388.2,0.9999,1.1644,1.3161,1.1678,0.9122,0.53,0.2777,0.2272,0.2091,0.1581,0
IPI00022043.1,0.9999,1.2445,0.924,0.7272,0.4097,0.228,0.1561,0.1384,0.1274,0.0947,0
IPI00022239.7,0.9999,0.9703,0.7996,0.6929,0.5538,0.3337,0.1056,0.0667,0.0558,0.0486,0
IPI00022316.3,0.9999,1.4247,1.3417,0.739,0.685,0.2895,0.1793,0.1565,0.1122,0.1633,0
IPI00022462.2,0.9999,1.0039,0.9196,0.8648,0.775,0.6347,0.5595,0.5056,0.4613,0.3045,0
IPI00022633.3,0.9999,0.6214,0.4427,0.3632,0.2654,0.2303,0.1168,0.1252,0.0836,0.0891,0
IPI00022661.3,0.9999,1.0458,1.0008,0.8966,0.7744,0.6506,0.5842,0.5345,0.5102,0.4253,0
IPI00022831.1,0.9999,0.918,0.7655,0.52,0.3959,0.2354,0.1605,0.1255,0.124,0.0987,0
IPI00023526.4,0.9999,0.9893,0.9297,0.8726,0.7639,0.5813,0.3392,0.2889,0.2309,0.1743,0
IPI00023736.2,0.9999,1.074,0.5862,0.2178,0.1652,0.0828,0.0516,0.041,0.0445,0.0476,0
IPI00024094.4,0.9999,1.2463,1.1749,1.0863,1.014,0.8497,0.9984,0.9768,0.9793,0.6074,0
IPI00024190.3,0.9999,1.0396,0.9478,0.7362,0.4809,0.2309,0.1435,0.1244,0.1316,0.1017,0
IPI00024282.1,0.9999,0.8898,0.8859,0.803,0.6995,0.4062,0.2289,0.1554,0.1639,0.1149,0
IPI00024283.2,0.9999,1.0098,0.9617,0.9701,0.893,0.6837,0.5886,0.2988,0.1042,0.0906,0
IPI00024650.1,0.9999,1.1439,1.1909,1.1209,1.0488,0.826,1.2256,1.2232,1.1218,0.8766,0
IPI00024920.1,0.9999,0.8832,0.9555,0.9908,0.8588,0.79,0.5543,0.525,0.4005,0.3354,0
IPI00025685.1,0.9999,1.0616,0.947,0.8215,0.4944,0.2662,0.1532,0.1074,0.0784,0.0451,0
IPI00025846.2,0.9999,1.0757,0.8546,0.8606,0.7216,0.5785,0.3734,0.3545,0.3171,0.2638,0
IPI00026230.1,0.9999,1.0077,0.5601,0.3012,0.216,0.1017,0.0605,0.0497,0.0443,0.0364,0
IPI00026309.3,0.9999,1.1878,1.0181,0.9755,0.982,0.8897,0.7221,0.7019,0.542,0.3665,0
IPI00026546.1,0.9999,1.0144,0.8976,0.9063,0.6819,0.461,0.3323,0.2819,0.2143,0.154,0
IPI00026791.1,0.9999,1.1482,1.2585,1.1367,0.9123,0.5418,0.3128,0.1485,0.1147,0.0858,0
IPI00027831.1,0.9999,1.0263,0.9288,0.8858,0.8207,0.3835,0.2416,0.1719,0.1219,0.1095,0
IPI00028276.5,0.9999,0.9411,1.0338,0.9184,0.8387,0.7122,0.5113,0.4418,0.3943,0.2968,0
IPI00028366.2,0.9999,0.9167,0.7605,0.3853,0.2988,0.1749,0.1453,0.1599,0.2004,0.1673,0
IPI00028412.1,0.9999,1.0252,1.1215,1.1065,1.0053,0.8608,0.617,0.5698,0.4571,0.3515,0
IPI00028955.4,0.9999,0.8971,0.9507,0.6029,0.4245,0.2119,0.0956,0.0714,0.0637,0.0539,0
IPI00029469.1,0.9999,1.0297,0.8946,0.8104,0.6315,0.3817,0.2035,0.1345,0.0816,0.0759,0
IPI00029731.8,0.9999,2.1701,2.9691,1.5492,1.1327,0.4027,0.3581,0.3076,0.2931,0.4336,0
IPI00029810.1,0.9999,0.9827,0.6947,0.6823,0.5891,0.3311,0.4254,0.4105,0.3676,0.2954,0
IPI00030131.3,0.9999,0.979,1.0005,0.9403,0.8174,0.7679,0.5924,0.6046,0.5042,0.4205,0
IPI00030177.2,0.9999,1.0365,1.031,0.969,0.9224,0.7414,0.3932,0.1931,0.1516,0.126,0
IPI00030380.1,0.9999,0.9923,0.8659,0.5199,0.4199,0.238,0.1447,0.1041,0.0899,0.0733,0
IPI00030877.2,0.9999,1.0131,1.0357,0.9898,0.8292,0.4297,0.3148,0.2908,0.2472,0.1642,0
IPI00031516.2,0.9999,0.8155,0.8437,0.6324,0.5324,0.3826,0.184,0.1711,0.1584,0.1235,0
IPI00031521.1,0.9999,0.9058,0.5633,0.3374,0.242,0.1187,0.0765,0.0686,0.0486,0.0454,0
IPI00031587.2,0.9999,0.956,0.958,0.9443,0.8762,0.6019,0.2787,0.1857,0.1611,0.1181,0
IPI00031614.2,0.9999,0.9574,0.9365,0.836,0.6148,0.3745,0.2401,0.2119,0.172,0.1158,0
IPI00031666.6,0.9999,0.8815,0.4722,0.2953,0.2251,0.1417,0.0903,0.0753,0.0593,0.0521,0
IPI00031691.1,0.9999,1.2402,1.1902,0.7472,0.4696,0.1225,0.0831,0.0775,0.0552,0.0922,0
IPI00031758.3,0.9999,1.6311,1.0067,0.9262,0.8845,0.7898,0.6786,0.4521,0.1886,0.1148,0
IPI00032099.1,0.9999,0.9727,0.7842,0.4226,0.3311,0.1927,0.0621,0.0481,0.0418,0.0343,0
IPI00032179.2,0.9999,0.9762,0.8301,0.9742,0.7927,0.7077,0.5988,0.58,0.4285,0.3228,0
IPI00032206.2,0.9999,0.972,0.9842,0.9111,0.8375,0.6989,0.5808,0.5226,0.4983,0.355,0
IPI00032633.4,0.9999,0.6983,0.6865,0.6335,0.3723,0.1272,0.1685,0.0765,0.085,0.0758,0
IPI00032791.4,0.9999,1.0605,1.1655,1.0404,0.823,0.3758,0.118,0.0892,0.0639,0.054,0
IPI00032851.1,0.9999,1.0189,0.9939,0.8949,0.7228,0.5576,0.5052,0.3261,0.1325,0.0667,0
IPI00032881.2,0.9999,1.3341,1.1789,0.8372,0.6816,0.3543,0.2168,0.1805,0.1654,0.1519,0
IPI00033132.3,0.9999,0.9398,0.9887,0.9921,0.9215,0.8772,0.7302,0.6428,0.5987,0.4819,0
IPI00033770.5,0.9999,0.9623,0.7529,0.4684,0.3114,0.1899,0.1274,0.0972,0.0791,0.0633,0
IPI00037599.3,0.9999,1.0006,0.8413,0.5157,0.3814,0.2073,0.1412,0.1229,0.1087,0.0822,0
IPI00038378.5,0.9999,1.019,0.9362,0.7729,0.3882,0.1962,0.1254,0.097,0.0856,0.0611,0
IPI00043565.3,0.9999,1.0438,1.012,1.0419,0.9305,0.8136,0.7498,0.8048,0.6923,0.539,0
IPI00044842.1,0.9999,1.0184,0.9768,0.9194,0.6867,0.3356,0.1377,0.1066,0.085,0.0718,0
IPI00045466.1,0.9999,0.9981,0.8963,0.7565,0.5955,0.4061,0.2234,0.1429,0.0822,0.0604,0
IPI00045531.1,0.9999,0.9743,0.9091,0.8159,0.8037,0.6133,0.4452,0.3754,0.3212,0.2123,0
IPI00045939.4,0.9999,0.9275,0.9112,0.8841,0.7804,0.6571,0.4823,0.4059,0.2789,0.1533,0
IPI00058192.1,0.9999,1.006,0.9817,1.0123,0.9232,0.6838,0.1595,0.0984,0.0812,0.0621,0
IPI00059169.3,0.9999,1.0746,0.8446,0.7248,0.7349,0.5208,0.4815,0.4925,0.446,0.3656,0
IPI00059687.1,0.9999,0.8328,0.9668,0.8032,0.7872,0.7331,0.5471,0.4973,0.4976,0.3586,0
IPI00059944.3,0.9999,0.963,0.9435,0.9262,0.8754,0.6884,0.5577,0.4842,0.4057,0.2819,0
IPI00060379.1,0.9999,0.9036,0.8832,0.7303,0.6247,0.443,0.3527,0.3693,0.3146,0.243,0
IPI00061087.3,0.9999,1.0524,0.9388,0.9177,0.8529,0.6744,0.4025,0.4231,0.2932,0.2164,0
IPI00061280.7,0.9999,0.9719,0.9666,0.8937,0.8916,0.7241,0.5706,0.3151,0.1128,0.0811,0
IPI00061523.4,0.9999,0.8644,0.6818,0.5617,0.4999,0.2943,0.2333,0.1687,0.1722,0.1088,0
IPI00061531.4,0.9999,0.9931,0.9413,0.767,0.5473,0.3233,0.2055,0.1699,0.1489,0.1165,0
IPI00062050.1,0.9999,1.8392,1.0134,0.969,0.8418,0.7387,0.7418,0.7145,0.3475,0.0918,0
IPI00062266.5,0.9999,1.0141,0.9884,0.8836,0.5414,0.289,0.184,0.1348,0.0658,0.0564,0
IPI00063121.5,0.9999,1.0281,0.9233,0.7353,0.446,0.1615,0.0926,0.0677,0.0551,0.0469,0
IPI00065064.1,0.9999,0.9147,0.9562,0.8732,0.6906,0.5382,0.3736,0.3077,0.2645,0.2237,0
IPI00072523.1,0.9999,0.9293,0.9332,0.9729,0.9062,0.7589,0.603,0.5519,0.4358,0.1314,0
IPI00073357.1,0.9999,0.9973,0.9007,0.7819,0.4431,0.1515,0.1067,0.0849,0.0697,0.0585,0
IPI00100468.4,0.9999,0.9202,0.6897,0.4884,0.4139,0.225,0.1524,0.1359,0.1306,0.0871,0
IPI00100630.6,0.9999,0.98,1.0124,0.9594,0.952,0.7584,0.4917,0.2368,0.0939,0.0768,0
IPI00100930.2,0.9999,1.0722,1.0483,0.8943,0.9137,0.751,0.6744,0.5884,0.509,0.3017,0
IPI00101186.6,0.9999,1.1116,0.6615,0.4735,0.3197,0.1354,0.0811,0.0911,0.0228,0.0198,0
IPI00101267.4,0.9999,0.887,0.8137,0.6347,0.5529,0.311,0.1842,0.1426,0.1354,0.1005,0
IPI00102752.2,0.9999,0.9633,0.9194,0.6942,0.5147,0.3316,0.1865,0.1412,0.1247,0.1369,0
IPI00103028.2,0.9999,0.9888,0.8516,0.7222,0.5893,0.3547,0.1889,0.1303,0.0994,0.0754,0
IPI00103874.7,0.9999,0.9211,0.9142,0.6253,0.4418,0.2906,0.1717,0.1543,0.1352,0.1187,0
IPI00103884.3,0.9999,1.0464,0.911,0.5967,0.2669,0.1415,0.0992,0.0725,0.0745,0.0615,0
IPI00106698.1,0.9999,0.8006,0.4586,0.2326,0.1665,0.0757,0.05,0.0437,0.0361,0.0305,0
IPI00107113.3,0.9999,0.9791,1.0818,0.919,0.8824,0.6904,0.6431,0.5458,0.5084,0.3606,0
IPI00107753.2,0.9999,0.9789,0.7265,0.3459,0.2113,0.0977,0.0617,0.0557,0.0486,0.0788,0
IPI00107855.2,0.9999,1.0254,0.9664,1.1173,0.9667,0.8476,0.9807,0.8981,0.9125,0.6218,0
IPI00149094.4,0.9999,0.9362,0.8907,0.7184,0.5069,0.2066,0.0678,0.0573,0.0562,0.0516,0
IPI00151462.3,0.9999,0.9116,0.9812,0.9644,0.8836,0.7486,0.3972,0.2397,0.1304,0.0908,0
IPI00152658.1,0.9999,0.9036,0.7113,0.3457,0.1579,0.0642,0.0443,0.0272,0.0248,0.0204,0
IPI00152946.1,0.9999,0.8844,0.7754,0.5366,0.3823,0.2307,0.1289,0.1325,0.097,0.0652,0
IPI00152947.3,0.9999,0.9851,0.7778,0.5735,0.4546,0.1961,0.0983,0.0879,0.0575,0.0512,0
IPI00154567.5,0.9999,0.9163,0.8954,0.7533,0.5689,0.263,0.1571,0.1423,0.1014,0.1031,0
IPI00155839.5,0.9999,0.9313,0.8657,0.8357,0.6397,0.455,0.3142,0.2425,0.1798,0.1554,0
IPI00156984.3,0.9999,0.9492,1.0432,0.9812,0.9089,0.6836,0.3252,0.2471,0.2047,0.1468,0
IPI00163727.8,0.9999,0.9877,0.9601,0.9695,0.8713,0.5212,0.1006,0.0769,0.0553,0.0469,0
IPI00164672.6,0.9999,0.93,0.8869,0.779,0.6483,0.4237,0.2766,0.2254,0.1762,0.1258,0
IPI00166680.1,0.9999,0.9196,0.8516,0.4675,0.3267,0.2377,0.1368,0.1274,0.1135,0.0824,0
IPI00167002.3,0.9999,0.8919,0.8824,0.7597,0.7122,0.5575,0.3994,0.3084,0.2848,0.194,0
IPI00167764.2,0.9999,1.6126,0.7773,0.4221,0.2693,0.1408,0.0986,0.067,0.0695,0.0468,0
IPI00168404.5,0.9999,1.105,0.833,0.8636,0.8164,0.6533,0.5605,0.56,0.5229,0.3878,0
IPI00168885.5,0.9999,1.0697,1.1816,0.7519,0.765,0.2395,0.2763,0.2603,0.5776,0.144,0
IPI00169325.1,0.9999,1.1591,0.7956,0.7877,0.6395,0.1621,0.0913,0.1001,0,0.1171,0
IPI00171712.1,0.9999,0.8384,0.4732,0.2899,0.212,0.1045,0.0511,0.0494,0.0279,0.0296,0
IPI00171821.4,0.9999,1.1225,0.8785,0.7612,0.6673,0.4614,0.2444,0.1435,0.107,0.0804,0
IPI00174771.1,0.9999,0.9409,0.9772,0.876,0.8419,0.7709,0.568,0.4989,0.5371,0.4027,0
IPI00177437.5,0.9999,0.9722,0.9001,0.3566,0.4315,0.2714,0.1019,0.0826,0.0798,0.0686,0
IPI00178232.8,0.9999,0.9814,0.9032,0.6647,0.3667,0.165,0.1226,0.1262,0.1233,0.1114,0
IPI00179330.6,0.9999,1.146,1.1579,0.8676,0.7149,0.4264,0.3002,0.2468,0.2526,0.2265,0
IPI00180240.2,0.9999,1.0096,0.9997,0.8715,0.8342,0.6321,0.4072,0.3188,0.2198,0.6477,0
IPI00181728.1,0.9999,1.337,1.7285,1.257,1.0892,0.2595,0.1859,0.1698,0.0958,0.0717,0
IPI00182180.2,0.9999,1.0267,0.9114,0.681,0.4202,0.1946,0.1287,0.109,0.0889,0.0798,0
IPI00183666.8,0.9999,1.1442,1.0986,1.0222,0.8848,0.8343,0.5899,0.6778,0.4712,0.3234,0
IPI00184376.4,0.9999,1.0724,0.9468,0.7819,0.4932,0.273,0.1888,0.1772,0.1305,0.1338,0
IPI00185361.5,0.9999,1.0093,0.7604,0.5042,0.3923,0.2321,0.1142,0.1008,0.0729,0.0685,0
IPI00186008.2,0.9999,0.9819,0.9585,0.9795,0.8691,0.7639,0.5749,0.406,0.2535,0.1182,0
IPI00186166.1,0.9999,1.0223,0.9169,0.8665,0.6095,0.2545,0.2203,0.1598,0.1462,0.1107,0
IPI00215963.5,0.9999,0.9918,0.8903,0.7447,0.5811,0.3937,0.2687,0.2475,0.2371,0.1623,0
IPI00216132.1,0.9999,1.0082,0.9576,0.8318,0.6752,0.3411,0.1661,0.1113,0.0943,0.0709,0
IPI00216260.1,0.9999,0.9796,0.4665,0.232,0.1592,0.0687,0.0594,0.0496,0.0478,0.0397,0
IPI00216293.6,0.9999,0.9323,0.8373,0.5335,0.188,0.093,0.0764,0.0608,0.0707,0.0503,0
IPI00216338.4,0.9999,1.0125,1.1062,1.1107,0.9923,0.7482,0.3809,0.1585,0.0927,0.0618,0
IPI00216675.1,0.9999,0.8555,0.8265,0.7189,0.5831,0.4746,0.4112,0.2679,0.2163,0.1474,0
IPI00216932.4,0.9999,0.8617,0.8223,0.8066,0.7693,0.5806,0.2836,0.2475,0.1823,0.1367,0
IPI00217253.3,0.9999,0.8323,0.8922,0.8713,0.8593,0.8068,0.6001,0.6044,0.5746,0.5089,0
IPI00217355.1,0.9999,0.9834,0.7319,0.4279,0.2735,0.146,0.0885,0.0742,0.0613,0.0496,0
IPI00217391.6,0.9999,0.9367,0.9098,0.8519,0.7981,0.6546,0.4832,0.4161,0.3897,0.2872,0
IPI00217458.3,0.9999,0.9656,0.841,0.613,0.4178,0.3173,0.0384,0.1244,0.049,0.042,0
IPI00217537.2,0.9999,1.1059,1.0559,0.9405,0.8558,0.498,0.2671,0.2188,0.1795,0.1367,0
IPI00217664.2,0.9999,1.0636,0.9133,0.7837,0.6657,0.4488,0.3038,0.2571,0.2251,0.1926,0
IPI00217858.1,0.9999,1.0127,0.7765,0.8907,0.6812,0.5801,0.3912,0.3382,0.1725,0.1251,0
IPI00217871.4,0.9999,0.7019,0.3405,0.1967,0.1402,0.0832,0.0634,0.0498,0.0447,0.0452,0
IPI00217989.4,0.9999,0.9005,0.8121,0.5663,0.3435,0.185,0.116,0.0722,0.0547,0.0392,0
IPI00218187.1,0.9999,0.9663,0.8811,0.8123,0.6723,0.4718,0.2485,0.1526,0.1019,0.0746,0
IPI00218982.1,0.9999,0.9735,0.9448,0.7613,0.6591,0.5804,0.3303,0.3024,0.3013,0.2157,0
IPI00218992.4,0.9999,0.9623,0.996,0.9541,0.8809,0.7235,0.5882,0.4836,0.2991,0.1441,0
IPI00219072.5,0.9999,1.0506,1.0004,0.8904,0.8557,0.6592,0.4498,0.1999,0.1034,0.0734,0
IPI00219155.5,0.9999,1.2324,1.3654,1.15,0.9504,0.348,0.2785,0.2413,0.2114,0.3702,0
IPI00219156.7,0.9999,1.0467,1.0892,0.8724,0.676,0.3463,0.2203,0.2043,0.2266,0.2226,0
IPI00219179.6,0.9999,0.9675,0.82,0.4577,0.2874,0.1595,0.0996,0.0806,0.0638,0.0452,0
IPI00220056.1,0.9999,0.9678,0.9233,0.8869,0.7978,0.57,0.2502,0.161,0.1224,0.0882,0
IPI00220152.2,0.9999,1.0565,0.8367,0.7942,0.7919,0.4655,0.3728,0.276,0.1754,0.1347,0
IPI00251989.2,0.9999,0.9679,0.684,0.37,0.2955,0.1315,0.0984,0.09,0.0799,0.0829,0
IPI00260715.5,0.9999,1.0112,1.0903,1.1161,0.9675,0.868,0.7057,0.7085,0.6711,0.5914,0
IPI00288941.1,0.9999,1.0903,0.9975,0.8533,0.5827,0.286,0.1467,0.1185,0.0769,0.0703,0
IPI00289462.1,0.9999,1.0888,0.9631,0.8685,0.8139,0.6329,0.6795,0.6074,0.6147,0.4908,0
IPI00289876.6,0.9999,0.9936,1.0137,0.9035,0.8708,0.7854,0.631,0.5563,0.5384,0.4459,0
IPI00290684.3,0.9999,0.7558,0.3032,0.1834,0.1312,0.0865,0.0588,0.042,0.0369,0.0362,0
IPI00290952.6,0.9999,1.0304,1.0863,0.8164,0.8558,0.6037,0.201,0.1073,0.0711,0.0537,0
IPI00291016.8,0.9999,0.9961,0.9903,0.9833,0.8965,0.8559,0.5793,0.6489,0.523,0.3804,0
IPI00291064.4,0.9999,0.9601,0.9952,0.9364,0.7697,0.4689,0.2483,0.2072,0.1794,0.1392,0
IPI00291215.6,0.9999,0.6226,0.3073,0.1949,0.1217,0.0367,0.0375,0.0249,0.024,0.0193,0
IPI00291665.5,0.9999,0.9146,0.8243,0.4442,0.2519,0.141,0.0612,0.0583,0.0369,0.0313,0
IPI00291669.3,0.9999,1.0704,1.0234,0.7298,0.2402,0.0984,0.0726,0.0601,0.0561,0.0437,0
IPI00292354.8,0.9999,0.9218,1.0123,0.8696,0.9364,0.7557,0.5506,0.4849,0.4991,0.3954,0
IPI00292382.5,0.9999,0.9449,0.7496,0.6124,0.4017,0.1609,0.1157,0.0598,0.0579,0.0431,0
IPI00292946.1,0.9999,1.0492,0.9329,0.9112,0.8938,0.7466,0.7201,0.4408,0.5173,0.3387,0
IPI00293375.4,0.9999,1.0168,0.9383,0.7016,0.5415,0.3408,0.2423,0.1956,0.174,0.141,0
IPI00293652.1,0.9999,0.9696,0.8548,0.5472,0.3499,0.1803,0.1189,0.0943,0.0878,0.0777,0
IPI00293746.2,0.9999,1.0815,1.0335,0.8113,0.8405,0.627,0.5437,0.4704,0.444,0.3551,0
IPI00293845.5,0.9999,0.9145,0.6204,0.3788,0.3011,0.1992,0.1527,0.1302,0.1279,0.1008,0
IPI00294008.4,0.9999,1.0233,0.9527,0.9644,0.8203,0.6537,0.5706,0.496,0.4507,0.3131,0
IPI00294073.1,0.9999,1.1356,1.0011,0.7316,0.6199,0.307,0.1728,0.1277,0.1407,0.0999,0
IPI00294754.7,0.9999,0.9393,0.9288,0.9153,0.8662,0.7208,0.56,0.6027,0.5018,0.3454,0
IPI00295502.6,0.9999,0.9998,0.9265,0.7395,0.6234,0.4533,0.2612,0.2714,0.1911,0.1752,0
IPI00295542.5,0.9999,1.0378,1.0123,0.9869,0.895,0.8099,0.5892,0.6206,0.5071,0.402,0
IPI00295849.3,0.9999,1.035,0.9674,0.8369,0.6208,0.3465,0.1879,0.1403,0.115,0.0839,0
IPI00296772.4,0.9999,0.9827,0.88,0.5685,0.3961,0.2032,0.1303,0.1008,0.0892,0.0721,0
IPI00297450.3,0.9999,0.8762,0.852,0.7842,0.7601,0.5679,0.4227,0.2633,0.1351,0.0793,0
IPI00297617.5,0.9999,0.9357,0.8863,0.7431,0.592,0.3178,0.2075,0.137,0.1295,0.1002,0
IPI00298860.5,0.9999,1.0089,0.9564,0.9265,0.9842,1.0091,0.8342,0.8282,0.9905,0.7759,0
IPI00299150.4,0.9999,0.9889,0.9796,0.9757,0.8864,0.7935,0.8231,0.8272,0.7994,0.6333,0
IPI00299911.6,0.9999,1.0717,1.0187,0.9896,0.7604,0.4945,0.3079,0.2159,0.1839,0.1333,0
IPI00300567.1,0.9999,0.9697,0.9318,1.0339,0.928,0.8549,0.7875,0.8562,0.8097,0.7055,0
IPI00300700.4,0.9999,0.968,0.8082,0.7364,0.7256,0.5498,0.4309,0.171,0.0986,0.0764,0
IPI00301163.1,0.9999,0.9813,0.9828,0.786,0.3957,0.1647,0.1004,0.0835,0.0943,0.0795,0
IPI00301936.4,0.9999,0.9429,0.8953,0.8097,0.6417,0.4277,0.3027,0.2358,0.1883,0.1562,0
IPI00302112.1,0.9999,1.0431,1.0294,0.8382,0.6788,0.3302,0.1146,0.0849,0.0775,0.0623,0
IPI00303292.1,0.9999,0.9413,0.9292,0.6341,0.3004,0.1437,0.0995,0.0733,0.0612,0.0488,0
IPI00303335.2,0.9999,1.1621,1.0311,1.1245,0.7633,0.4183,0.3444,0.3039,0.2616,0.2227,0
IPI00303343.7,0.9999,0.9502,1.1285,0.9299,0.7664,0.6329,0.4749,0.419,0.3242,0.2005,0
IPI00304048.6,0.9999,0.9503,0.9854,0.9819,0.7992,0.4865,0.1867,0.1274,0.083,0.0625,0
IPI00304935.6,0.9999,1.0435,0.9434,0.8697,0.6238,0.3573,0.25,0.214,0.1738,0.1231,0
IPI00305020.3,0.9999,1.323,0.9346,0.8423,0.5269,0.3788,0.1717,0.1171,0.1063,0.062,0
IPI00305092.7,0.9999,1.1237,1.3134,1.2848,1.0074,0.9335,0.4734,0.5394,0.3479,0.2663,0
IPI00305166.2,0.9999,0.9074,0.8306,0.806,0.7173,0.5894,0.3744,0.2861,0.1854,0.0745,0
