Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,44C_cond1.1.1,44C_cond1.2.1,44C_cond1.3.1,44C_cond2.1.1,44C_cond2.2.1,44C_cond2.3.1,47.6C_cond1.1.1,47.6C_cond1.2.1,47.6C_cond1.3.1,47.6C_cond2.1.1,47.6C_cond2.2.1,47.6C_cond2.3.1,50.5C_cond1.1.2,50.5C_cond1.2.2,50.5C_cond1.3.2,50.5C_cond2.1.2,50.5C_cond2.2.2,50.5C_cond2.3.2,53.4C_cond1.1.2,53.4C_cond1.2.2,53.4C_cond1.3.2,53.4C_cond2.1.2,53.4C_cond2.2.2,53.4C_cond2.3.2,56.5C_cond1.1.2,56.5C_cond1.2.2,56.5C_cond1.3.2,56.5C_cond2.1.2,56.5C_cond2.2.2,56.5C_cond2.3.2,59.1C_cond1.1.2,59.1C_cond1.2.2,59.1C_cond1.3.2,59.1C_cond2.1.2,59.1C_cond2.2.2,59.1C_cond2.3.2,62.2C_cond1.1.1,62.2C_cond1.2.1,62.2C_cond1.3.1,62.2C_cond2.1.1,62.2C_cond2.2.1,62.2C_cond2.3.1,65.6C_cond1.1.1,65.6C_cond1.2.1,65.6C_cond1.3.1,65.6C_cond2.1.1,65.6C_cond2.2.1,65.6C_cond2.3.1,meanlog2Ratio37C,meanlog2Ratio44C,meanlog2Ratio47.6C,meanlog2Ratio50.5C,meanlog2Ratio53.4C,meanlog2Ratio56.5C,meanlog2Ratio59.1C,meanlog2Ratio62.2C,meanlog2Ratio65.6C,meanStDev,pValue_less37C,pValue_less44C,pValue_less47.6C,pValue_less50.5C,pValue_less53.4C,pValue_less56.5C,pValue_less59.1C,pValue_less62.2C,pValue_less65.6C,pValue_greater37C,pValue_greater44C,pValue_greater47.6C,pValue_greater50.5C,pValue_greater53.4C,pValue_greater56.5C,pValue_greater59.1C,pValue_greater62.2C,pValue_greater65.6C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
ADRB2,IPI00465066.3,P07550,,3,,2,1,2,,3,,2,1,2,,1,,1,1,1,,0.973509715,,0.951460815,0.988650602,1.099630762,,,1.032765389,,,1.075620162,,,0.973439843,,,1.056430114,0.942883736,0.845702445,0.922012539,0.838437167,0.897024838,0.86788698,0.765593145,0.821409764,0.915928343,0.791715672,0.88649701,0.827145112,0.641734978,0.775360359,0.723806855,0.726289351,0.717092885,0.737571239,0.624185209,0.710996908,0.80270107,0.705051601,0.826766707,0.684074414,,,0.491003905,,,0.560875249,,,0.259726109,,,0.308169548,0.002508814,0.058656146,0.118033601,-0.057219541,0.003774628,0.031012487,0.054227379,0.19194542,0.24673326,0.149979115,0.519922925,,,0.262493189,0.517208979,0.626149612,0.629513583,,,0.480077075,,,0.737506811,0.482791021,0.373850388,0.370486417,,,-0.057219541,0.262493189,1,2,1,4,52.79018036,59.20941884,62.01783567,52.2743487,52.04509018,62.41903808,0.999906857,0.98479175,0.946673735,0.997236064,0.724289321,0.935445025,,-2.426319305,0.60887308,,-0.135909054,,0.480077075,,0,0
ADSS,IPI00026833.4,P30520,,1,0,,0,,,1,0,,0,,,1,,,,,,1.139922867,,,,,,,,,,,,,,,,,1.239985525,,,1.20110383,,,0.947466374,,,1.229716089,,,0.936012959,,,1.008412868,,,0.777248302,,,0.795371881,,,,,,,,,,,,,,,0.188936208,,,-0.045962408,0.376178624,0.107486025,0.033253999,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80821643,,,56.63026052,,,0.465287539,,,0.906538599,,,60.55631263,-2.177955912,,,,,,,0,0
AFP,IPI00022443.1,P02771,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,0.804342934,0.938085617,1.034031194,0.917235123,0.498268443,0.837382727,1.324359013,1.34057917,1.185004631,1.150288842,1.218746115,1.322671298,1.362798451,1.420261548,1.058686949,1.164956266,1.230967159,1.542095427,1.069375374,1.167649803,1.131487824,1.081934681,1.060639502,1.034393736,1.126172622,0.958765257,1.070656216,1.122207672,0.959159965,0.952993111,0.917322122,0.903830949,0.963569546,0.895588812,0.817108483,0.807809294,1.394340845,1.368530817,1.371325309,1.380962134,1.263978365,1.151576222,1.364002835,1.644510638,1.829080428,1.735085247,1.669722182,1.471487258,1.577837106,1.434538299,2.571291262,1.575210188,1.449517734,2.04734633,-0.290621411,-0.060731672,0.036651738,-0.083754612,-0.057484037,-0.144830435,-0.126842202,0.018422059,-0.105385098,0.21556048,0.05712295,0.319988148,0.55094265,0.119127248,0.203737785,0.074959506,0.10367959,0.534052737,0.222669464,0.94287705,0.680011852,0.44905735,0.880872752,0.796262215,0.925040494,0.89632041,0.465947263,0.777330536,-0.290621411,0.05549939,3,4,1,1,,,,,,,0.20356588,0.142242678,0.409601518,0.461502273,0.276710571,0.151528216,37,,,1,-0.418943132,,0.05712295,,0,0
AGPAT3,IPI00749011.1,Q9NRZ7,,0,1,1,1,1,,0,1,1,1,1,,,1,1,1,1,,,1.212094384,1.092926519,0.917399184,0.865326652,,1.153596264,1.112891949,,1.267987389,1.1625555,,1.166100987,1.120376085,,1.207955169,1.103165288,,0.837533679,0.984847799,,0.771363195,0.981969079,,0.273649038,0.569660393,,0.443152094,0.437099123,,0.231353161,0.218583948,,0.22266093,0.355879979,,0.126459976,0.01,,0.253781802,0,,0.053779134,0.165896969,,0.125011601,0.078533944,,0.117968462,0.095174583,,0.111780607,0.206375921,0.018159181,0.099694032,0.014270025,-0.061480042,0.156666764,0.323977468,1.004907771,-1.078899277,1.11662641,0.284567464,0.559128974,0.887699872,0.618323238,0.238683249,0.590069978,0.725042705,,0.519116299,0.727877302,0.440871026,0.112300128,0.381676762,0.761316751,0.409930022,0.274957295,,0.480883701,0.272122698,0.099694032,0.112300128,1,2,1,2,,51.87314629,53.59258517,,52.33166333,52.96212425,,0.962815234,0.974390365,,0.924151642,0.942626748,55.51262525,-0.085971944,0.933757239,,0.054371718,,0.440871026,,0,0
AGRN,IPI00374563.3,O00468,1,,1,0,1,,1,,1,0,1,,1,,1,,1,,0.992709197,,0.989810518,,0.981424404,,0.770039992,1.43970756,1.079084072,1.019805893,1.375445458,1.051567398,0.918638525,1.241730632,1.260352319,1.039988109,1.099806639,1.101375305,,,,,,,,,,,,,,,,,,,,,,,,,0.346261744,0.418600693,0.250841603,0.229556419,0.30914469,0.215950772,0.226572398,0.361749929,0.279487437,0.263300451,0.279304727,0.222354257,-0.017461203,0.100715495,-0.063541806,,,,,-0.415460291,-0.162112759,0.200243252,0.035869908,0.711552365,0.326451068,,,,,0.031414026,0.241543792,0.964130092,0.288447635,0.673548932,,,,,0.968585974,0.758456208,-0.415460291,0.031414026,1,6,1,8,56.34368737,60.35571142,,,60.06913828,,0.938242462,0.731932784,,,0.833962699,,,1.719438878,,,-0.570328624,,0.035869908,,0,0
AGTRAP,IPI00102501.3,Q6RW13,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1.100435956,1.618953865,1.466242378,1.274884221,1.096850456,1.150906792,1.099260957,1.101931867,1.284191498,1.117554698,1.29290816,1.279488666,1.302123018,1.246489628,1.331487518,1.007833072,1.261706457,1.128528265,1.320495312,1.150964401,0.883304194,1.203139213,1.07801318,0.916572408,1.342354966,1.079503396,0.891871529,1.397375682,0.899693672,0.809744319,1.291501913,0.897612912,0.648702461,1.022930729,0.743637766,0.644989272,1.329112457,1.041672175,0.725859233,1.16593135,0.893782159,0.576084781,1.206443077,1.738930226,1.166279889,1.194724737,1.493836729,0.767149186,2.077378863,2.380369004,1.643308866,1.976238793,1.95607482,1.500864559,0.345294124,0.083034441,-0.196899994,-0.058468499,-0.114759251,-0.205372155,-0.247765048,-0.279198047,-0.162013542,0.164250929,0.992371257,0.810128534,0.112699138,0.206674235,0.17212341,0.088599931,0.014930868,0.123965774,0.061777353,0.007628743,0.189871466,0.887300862,0.793325765,0.82787659,0.911400069,0.985069132,0.876034226,0.938222647,0.345294124,0.054578718,3,6,1,1,,,,,,48.66352705,0.372185123,0.473539592,0.468951336,0.491681495,0.392027167,0.299758461,37,,,1,0.352197932,,0.007628743,,0,0
AHCYL1,IPI00182938.8,O43865,2,,,,,,2,,,,,,1,,,,,,0.811557094,,,,,,0.910426948,,,0.947089535,,,0.883435218,,,0.8003348,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177023063,,,0.126109917,,,0.135871367,,,0.116991319,,,-0.301235502,0.05695756,-0.142520705,,,,,-0.4892556,,,,,,,,,,,,,,,,,,,,,,,,,,,54.33767535,,,54.45230461,,,0.996566689,,,0.971826173,,,65.48537074,0.114629259,,,,,,,0,0
AHNAK,IPI00021812.2,Q09666,7,3,5,5,5,6,7,3,5,4,5,6,1,1,1,1,1,1,0.800870452,0.918003377,1.093939908,1.117052534,1.071176607,0.991038577,1.018482115,1.493065486,1.50038097,0.994509013,1.329275387,1.401473153,1.149353374,1.617705951,1.768728803,1.047289874,1.399076438,1.16519063,0.767010372,0.767224863,1.050863491,0.75511944,0.897458222,1.00756139,0.735673236,0.862585666,1.069303146,0.783921566,0.759861258,1.188769771,0.670295922,0.723952599,0.955361917,0.861847105,0.760273912,0.787930522,0.557725229,0.869728882,0.733515062,0.482203553,0.694763742,0.57458833,0.750556366,1.276508917,1.185832589,0.710618006,1.035686134,0.873319515,0.46525376,0.570452394,0.469604519,0.451256892,0.472776624,0.553111524,-0.011391305,-0.100128827,-0.315261026,0.04764885,0.020503637,0.051759633,-0.29541781,-0.2739406,-0.026297507,0.185501381,0.442713646,0.060696326,0.080933792,0.67538544,0.569535139,0.596951654,0.010511996,0.060937025,0.437103229,0.557286354,0.939303674,0.919066208,0.32461456,0.430464861,0.403048346,0.989488004,0.939062975,0.562896771,-0.29541781,0.011939825,3,7,1,7,50.38296593,,,59.03747495,50.55490982,56.34368737,0.796729016,,,0.748940151,0.467033697,0.622145247,,4.929058116,0.428526222,,-0.424759469,,0.442713646,0.943630285,0,1
AHSG,IPI00022431.1,P02765,5,5,4,5,7,5,3,3,3,4,4,3,1,1,1,1,1,1,0.789864564,0.886797475,0.66386521,0.879169772,0.804711567,0.731416327,1.272280335,1.247220451,1.192192188,1.054846894,1.042484288,1.072011778,1.189138813,1.103217093,1.185384057,1.018110533,1.056077776,1.068410282,1.28662934,1.349536325,1.155324847,1.296824761,1.108660588,1.074420175,1.209922516,1.129715625,1.018378234,1.206034074,1.103814891,0.846398988,1.183068005,1.029861063,0.999447591,1.048408395,0.90457944,0.835071201,1.58197757,1.66256707,1.386603797,1.422664069,1.527537932,1.139720666,1.216911122,1.87499476,1.680413172,1.612508774,1.743030748,1.48450836,1.744376457,1.622681495,1.822077382,1.570843929,1.713106566,1.661320104,-0.342526979,-0.227456631,-0.145637453,-0.125666419,-0.10165636,-0.206898168,-0.186071259,0.040654627,-0.068730226,0.13049819,0.001660913,0.012882523,0.044354645,0.140326698,0.172716931,0.007962653,0.031694071,0.577204139,0.224653593,0.998339087,0.987117477,0.955645355,0.859673302,0.827283069,0.992037347,0.968305929,0.422795861,0.775346407,-0.715621063,0.000186629,3,1,3,1,,,,,,,0.423554544,0.405100384,0.678853832,0.71256991,0.574913821,0.632325317,37,,,1,-0.934317683,,0.001660913,0.04617647,0,1
AKR1A1,IPI00220271.3,P14550,2,,,,3,0,2,,,,3,0,1,,,,1,,0.65195413,,,,0.90682249,,1.081609114,,1.544513773,0.812459774,,1.376668642,0.850643216,,1.399428657,0.660722093,,0.990089251,,,,,,,,,,,,,,,,,,,,,,,,,0.144278859,,0.432704838,0.222158605,,0.314265544,0.264226865,,0.408417879,0.235231795,,0.441818969,-0.379132778,-0.289391154,-0.431859009,,,,,0.080665483,-0.027142373,0.314354052,0.178450979,0.128318426,0.049243797,,,,,0.54702311,0.439277668,0.821549021,0.871681574,0.950756203,,,,,0.45297689,0.560722332,-0.431859009,0.038319069,2,2,1,3,47.86112224,,60.06913828,47.86112224,,,0.981286128,,0.592310238,0.996185349,,,,-6.104008016,,,-0.59021448,,0.178450979,,0,0
ALCAM,IPI00015102.2,Q13740,33,19,22,15,17,18,19,14,13,12,12,12,1,1,1,1,1,1,1.060356991,0.981955269,0.989130371,0.970019691,1.000601622,1.007073321,1.100400863,0.989112158,1.017954727,1.099560102,0.990276606,1.018992749,1.022885015,0.922899244,0.921382043,1.036484682,0.948903488,0.981949232,0.883065642,0.921203579,0.882800809,0.927168652,0.911549583,0.914023271,0.928620767,0.860090867,0.891847101,0.946933404,0.943840307,0.923069119,0.830211941,0.809819877,0.865754998,0.849480502,0.787337543,0.87360027,0.827415071,0.780527596,0.853908987,0.834082621,0.897313543,0.88580605,0.767814018,0.634502669,0.724015779,0.786204405,0.682360836,0.779698071,0.66246227,0.468124429,0.66556754,0.673283622,0.537453977,0.719794284,0.001605704,0.00068837,0.05033066,0.035085056,0.070623136,0.001832287,0.088550049,0.081983528,0.11187494,0.050202856,0.533161647,0.738281229,0.927280815,0.846512293,0.919776433,0.529390616,0.868108449,0.962186194,0.920786416,0.466838353,0.261718771,0.072719185,0.153487707,0.080223567,0.470609384,0.131891551,0.037813806,0.079213584,0.081983528,0.029231686,3,3,1,8,61.61663327,64.99819639,,61.73126253,,,0.85822191,0.972203843,0.920963302,0.869289957,0.89361067,0.941092928,,-1.576152305,,,0.032895129,,0.466838353,0.960919262,0,1
ALDH16A1,IPI00217920.6,Q8IZ83,,1,2,1,,2,,1,2,1,,2,,1,1,1,,1,,1.081926734,1.128080125,1.226137427,,1.097445537,,1.310072116,,,1.403210378,,,1.395943512,,,1.341383769,,1.020065137,1.161853344,1.023313347,0.887308201,1.138275147,0.914389863,0.713494727,1.087348935,0.689688507,0.794682592,1.094227323,0.676235568,0.653957478,0.841202916,0.874595787,0.807700592,0.974991852,0.733412852,0.638975801,0.798153748,0.745628498,0.542335802,0.806399283,0.514988609,,0.22067833,,,0.202336113,,,0.110469626,,,0.093959097,,0.178935595,0.099085092,-0.057518513,-0.131033126,0.045384817,0.087856408,-0.251887896,-0.125191129,,0.168435556,0.989322239,,,0.063871101,0.748269348,0.669017622,0.126578915,,,0.010677761,,,0.936128899,0.251730652,0.330982378,0.873421085,,,0.178935595,0.010677761,1,1,1,1,53.07675351,60.35571142,51.81583166,59.78256513,60.06913828,57.66192385,0.996241577,0.81155579,0.789882689,0.902705273,0.915591602,0.911404343,,4.088443554,0.213672291,,0.150463762,,0.010677761,,0,0
ANKH,IPI00215869.1,Q9HCJ1,5,5,5,6,5,4,5,4,4,5,4,4,1,1,1,1,1,1,0.788808074,0.909611771,0.936523458,0.945546713,0.856964583,0.914706868,1.376626632,0.984137946,1.046356925,0.921456308,1.025265883,0.976798873,1.183950591,1.13171274,1.040469744,0.964576826,1.148015661,1.056037883,1.030643553,1.039443301,1.044834379,0.969420655,0.986856158,1.02877161,0.926331628,0.959807685,1.04650063,0.936669937,0.932045992,0.926227942,0.849501569,0.805708045,0.976803711,0.845570749,0.832283009,0.955993061,0.93413833,0.943028378,1.034534115,0.907532275,0.800179845,0.938737723,1.048421753,1.236934044,1.168131644,0.992985304,1.091389519,0.87832375,1.368106452,1.531594615,1.533725851,1.422548986,1.364906285,1.498527899,-0.167605733,-0.206441879,-0.084526576,-0.061867206,-0.067488741,0.003019116,-0.13961711,-0.223451851,-0.047809812,0.129717268,0.004445273,0.197259797,0.253638893,0.045803295,0.178613384,0.546207163,0.065806743,0.075682043,0.268268633,0.995554727,0.802740203,0.746361107,0.954196705,0.821386616,0.453792837,0.934193257,0.924317957,0.731731367,-0.167605733,0.024478518,3,1,1,1,,,,,,,,,0.953761612,,0.616946635,0.850130685,,,,,-0.269768539,,0.004445273,0.073394294,0,1
ANKRD27,IPI00102377.3,Q96NW4,,0,1,,,1,,0,1,,,1,,,1,,,1,,,0.57857442,,,1.01912545,,1.249778159,,,1.049145148,,,0.470680812,,,0.343613719,,,,0.142910159,,,0.174746025,,,0.041527769,,,0.061092124,,,0.076816272,,,0.052056626,,,0.040931666,,,0.052107174,,0.05554114,,,0.040495642,,,0.01,,,0.044143021,,-0.381046952,-0.252457747,-0.453961403,0.290151158,,,,,,0.57753456,0.261016189,,,,,,,,,0.738983811,,,,,,,,,-0.381046952,0.261016189,1,1,1,1,,47.5745491,50.03907816,,47.51723447,48.9501002,,0.947769959,0.998773371,,0.92324081,0.99999923,48.749499,-0.573146293,0.726514506,,-0.528597392,,0.261016189,,0,0
ANO10,IPI00794169.1,Q9NW15,,,,,,1,,,,,,1,,,,,,1,,,,,,0.994668511,,,,,,,,,,,,,,,0.918091157,,,0.870465869,,,0.748224171,,,0.502503324,,,0.383431886,,,0.334632481,,,0.257655284,,,0.218692344,,,,,,,,,,,,,-0.007712291,,,-0.076849674,-0.574337431,-0.196392831,-0.236539463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6242485,,,52.6755511,,,0.997595508,,,0.993584277,58.37835671,-1.948697395,,,,,,,0,0
ANO6,IPI00910110.2,Q4KMQ2,24,20,19,17,25,25,19,17,14,14,20,20,1,1,1,1,1,1,0.981917042,1.036815238,0.992623799,1.032359906,1.012418786,0.965623186,1.113029603,1.085387248,1.057814479,1.103797639,1.150848735,1.085125583,1.119549388,1.102152516,1.103221361,1.124417393,1.126177783,1.117288544,0.953956071,0.920177466,0.946168757,1.027758166,0.978684761,0.959243616,0.949182505,0.868127713,0.871698683,0.917894638,0.900300381,0.895803062,0.865642073,0.847243464,0.802940636,0.855483491,0.861487023,0.888420797,0.15015554,0.129618865,0.108711698,0.14977756,0.139061241,0.123710319,0.076248897,0.035877192,0.041726932,0.077461992,0.04072958,0.035682091,0.082460925,0.038446868,0.037686307,0.078578977,0.038391561,0.036626112,0.004739208,0.036415828,0.018549913,0.072079314,0.014498085,0.050990565,-0.003636215,,,0.0479004,0.606016024,0.839380659,0.938657862,0.942963499,0.654047481,0.796577646,0.886533409,0.48019896,0.097265803,0.393983976,0.160619341,0.061342138,0.057036501,0.345952519,0.203422354,0.113466591,0.51980104,0.902734197,0.072079314,0.020505964,3,2,1,4,57.54729459,57.60460922,57.3753507,57.54729459,57.66192385,57.66192385,0.980913714,0.975669279,0.980486269,0.980591007,0.973363763,0.981212478,59.12344689,0.114629259,0.219306924,,0.020884813,0.094623052,0.393983976,0.896765636,1,1
ANPEP,IPI00221224.6,P15144,76,76,88,88,87,90,40,36,42,42,38,41,1,1,1,1,1,1,0.998819521,1.049614371,1.019491253,1.01480628,1.031209763,1.025662376,1.06084967,1.024925727,1.055235792,1.048797063,1.011945083,1.040531338,1.033926309,0.985478835,0.960853599,1.035866038,0.99411061,0.978553156,0.895700509,0.904209417,0.905897929,0.907055119,0.929306526,0.913603551,0.898510819,0.881135612,0.891380855,0.868785759,0.889718511,0.88040077,0.832794103,0.788464974,0.835977108,0.838344846,0.784754974,0.829829708,0.847280472,0.844875443,0.853630788,0.826949289,0.841485893,0.810616665,0.823840903,0.782353179,0.815523509,0.793823194,0.767886196,0.763940997,0.908386005,0.760633992,0.90381362,0.878119984,0.707811139,0.894691731,0.033017131,-0.018372678,0.013873054,0.023297048,-0.017477366,-0.002622859,-0.038477571,-0.058246937,-0.055786654,0.023054844,0.99011733,0.001736388,0.909911349,0.946736721,0.217519229,0.356779044,0.096660597,0.04843123,0.082431311,0.00988267,0.998263612,0.090088651,0.053263279,0.782480771,0.643220956,0.903339403,0.95156877,0.917568689,-0.058246937,0.015339008,3,7,1,8,50.26833667,52.2743487,49.63787575,50.21102204,55.48396794,50.38296593,0.826156581,0.93328195,0.831116772,0.92839615,0.946828063,0.862035886,50.58356713,1.299131597,0.532420936,1,-0.137154923,,0.00988267,0.112778706,0,1
ANTXR2,IPI00375552.3,P58335,10,8,10,12,13,13,9,7,8,10,11,11,1,1,1,1,1,1,0.958975933,1.060003105,1.014333756,1.045497347,1.027380041,1.007656829,1.125374411,1.085683781,1.158572575,1.138768937,1.092567592,1.158524258,1.218940624,1.141744063,1.218039286,1.170424274,1.100707499,1.189218456,1.017356936,1.042073938,1.059468136,1.0400265,0.983866694,1.052671227,0.934575616,0.928812048,0.954287975,0.913602837,0.928921876,0.956904275,0.802973908,0.796672861,0.811126854,0.807884475,0.78948997,0.800116994,0.73100328,0.795293475,0.829617915,0.763752343,0.858914689,0.830174403,0.655606394,0.576949056,0.667974331,0.685315825,0.619120295,0.708296941,0.572780101,0.405751225,0.557557773,0.593373405,0.380511081,0.573657454,0.026388531,0.008709463,-0.048650438,-0.020137936,-0.009541255,-0.007995728,0.058407311,0.083425514,-0.000209956,0.035459892,0.871866498,0.889740071,0.010738553,0.304689105,0.249470981,0.225607787,0.89587852,0.99162148,0.498397154,0.128133502,0.110259929,0.989261447,0.695310895,0.750529019,0.774392213,0.10412148,0.00837852,0.501602846,0.083425514,0.01690996,3,7,1,8,57.31803607,62.13246493,60.18376754,57.14609218,63.73727455,59.78256513,0.822536733,0.917519636,0.776052789,0.868223466,0.930660122,0.820139528,65.08416834,0.343887776,0.891712497,,0.034643748,,0.128133502,0.44789008,0,1
ANXA2,IPI00418169.3,P07355,3,4,3,6,3,4,3,4,3,6,3,4,1,1,1,1,1,1,0.740942742,1.026640264,1.103611611,0.880817587,0.793913142,0.929407044,0.912336186,1.339222652,1.311523144,0.878286538,1.249357021,1.134905836,1.052893571,1.42414555,1.443462078,0.875527673,1.196897673,1.089580983,0.934724782,0.824138632,1.031713917,0.808199907,0.837438007,0.824344454,0.56140539,0.591763287,0.64369582,0.536384998,0.57869177,0.536614171,0.259197973,0.271539662,0.262884754,0.314707473,0.286160112,0.268800556,0.235785637,0.270055241,0.245010059,0.314011814,0.260756553,0.251814531,0.194641278,0.240296896,0.306326939,0.172374545,0.23203852,0.233784158,0.091933525,0.23256189,0.167537597,0.126474172,0.170635936,0.168956373,-0.145675334,-0.121251514,-0.307563829,-0.170152628,-0.120164347,0.129240765,0.134104172,-0.205206571,-0.217263655,0.173084996,0.081065721,0.058609994,0.012370582,0.118711451,0.118138275,0.883606611,0.777646036,0.087139487,0.511544678,0.918934279,0.941390006,0.987629418,0.881288549,0.881861725,0.116393389,0.222353964,0.912860513,0.488455322,-0.307563829,0.003420339,3,1,1,3,53.36332665,53.01943888,53.42064128,53.87915832,53.53527054,53.24869739,0.983435378,0.831741312,0.844821453,0.987341138,0.855680833,0.924853133,55.62725451,0.286573146,0.264759116,,-0.439488304,0.031965899,0.081065721,0.360618983,1,1
ANXA4,IPI00793199.1,"P09525,Q6P452",,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,0.858598464,1.218130822,0.987490507,0.687693544,0.879210151,,1.004738939,1.236515289,,1.385228998,1.138198905,,1.30721812,1.27051206,,1.231848707,1.085644977,0.647294342,0.621771016,0.473133043,0.910644345,0.653220416,0.443132177,0.597103616,0.638654974,0.411274771,0.267089724,0.486050252,0.618543622,0.454377019,0.461947062,0.529322749,0.503175438,0.289508332,0.383675248,0.404857506,0.582293409,0.255985019,0.646142005,0.494034418,0.275962694,,0.496226683,0.447029111,,0.482895236,0.433775091,,0.463281332,0.258317565,,0.038181609,0.215140581,-0.135863796,0.171888209,-0.15626624,0.156381168,-0.321938442,-0.330404333,0.181905392,-0.041355327,-1.932402401,0.582505008,0.185349753,0.669631951,0.135058402,0.767394675,0.294959444,0.155938319,0.717864722,0.015890569,0.226716813,0.814650247,0.330368049,0.864941598,0.232605325,0.705040556,0.844061681,0.282135278,0.984109431,0.773283187,-0.041355327,0.048700208,3,6,1,8,52.38897796,50.21102204,50.15370741,51.7012024,51.52925852,50.09639279,0.990684946,0.834746943,0.856551981,0.741940752,0.646136326,0.782956812,51.0993988,0.191048764,0.841312433,1,-0.116671364,,0.185349753,,0,0
ANXA5,IPI00329801.12,P08758,,,1,1,,1,,,1,1,,1,,,1,1,,1,,,0.943718043,0.976188513,,1.024750792,,1.176979953,,,0.919433041,,,0.977189722,,,0.896431555,,,0.465562022,0.522017935,,0.57232604,0.460256764,,0.376686399,0.364412254,,0.453519717,0.454045483,,0.406287451,0.345110924,,0.258785919,0.215045563,,0.276931216,0.253622465,,0.25237805,0.196141705,,0.104783916,,,0.130252692,,,0.101455729,,,0.115240892,,-0.027689141,-0.35627333,-0.124445256,0.058101711,0.29253334,-0.666579733,-0.25236373,,,0.124732477,0.253160153,,,0.575677377,0.973152576,0.007561672,0.139658151,,,0.746839847,,,0.424322623,0.026847424,0.992438328,0.860341849,,,-0.666579733,0.01400633,2,6,1,6,,49.80981964,48.89278557,,51.81583166,50.78416834,,0.913940835,0.993496504,,0.985293301,0.971386772,57.80521042,1.948697395,0.105882139,,-0.874847861,,0.253160153,,0,0
